EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,OverTime,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,StockOptions,StillEmployed,YearsAtCompany_Calculated,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR1800,7/30/2017,Neutral,Very Satisfied,Very Satisfied,2,0,Slightly Unbalanced,Very Good,Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR2477,7/30/2018,Very Satisfied,Slightly Satisfied,Very Satisfied,2,0,Slightly Unbalanced,Excellent,Excellent
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR3267,7/30/2019,Satisfied,Neutral,Satisfied,3,2,Neutral,Very Good,Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR376,7/31/2014,Very Satisfied,Very Satisfied,Satisfied,3,2,Neutral,Very Good,Very Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR4176,7/29/2020,Neutral,Slightly Satisfied,Slightly Satisfied,2,0,Slightly Unbalanced,Good,Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR5192,7/29/2021,Very Satisfied,Neutral,Satisfied,2,1,Slightly Balanced,Very Good,Very Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR6295,7/29/2022,Neutral,Satisfied,Satisfied,3,0,Slightly Unbalanced,Excellent,Very Good
CBCB-9C9D,Leonerd,Aland,Male,38,Some Travel,Sales,California,White,Master's Degree,Marketing,Sales Executive,Single,157718,Yes,10,6,10,0,No,Yes,13.3,PR741,7/31/2015,Satisfied,Neutral,Satisfied,3,2,Slightly Balanced,Excellent,Excellent
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR1035,4/8/2016,Neutral,Neutral,Slightly Satisfied,1,0,Slightly Unbalanced,Good,Fair
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR1583,4/8/2017,Satisfied,Satisfied,Neutral,2,2,Very Balanced,Very Good,Very Good
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR2235,4/8/2018,Very Satisfied,Satisfied,Satisfied,2,2,Very Balanced,Good,Fair
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR280,4/9/2014,Very Satisfied,Slightly Satisfied,Neutral,1,0,Slightly Unbalanced,Very Good,Very Good
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR2981,4/8/2019,Neutral,Satisfied,Slightly Satisfied,3,0,Slightly Unbalanced,Good,Good
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR3851,4/7/2020,Satisfied,Slightly Satisfied,Neutral,3,0,Very Balanced,Good,Fair
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR4841,4/7/2021,Satisfied,Satisfied,Neutral,3,2,Slightly Balanced,Very Good,Good
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR5918,4/7/2022,Satisfied,Very Satisfied,Neutral,3,0,Slightly Balanced,Very Good,Good
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,California,Asian or Asian American,Master's Degree,Marketing ,HR Business Partner,Married,309964,No,10,6,10,8,Yes,Yes,13.3,PR599,4/9/2015,Neutral,Satisfied,Neutral,1,0,Very Balanced,Very Good,Very Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR1016,3/27/2016,Neutral,Very Satisfied,Neutral,3,0,Slightly Unbalanced,Good,Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR1562,3/27/2017,Satisfied,Very Satisfied,Very Satisfied,1,1,Very Balanced,Very Good,Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR2211,3/27/2018,Satisfied,Neutral,Satisfied,3,1,Slightly Unbalanced,Very Good,Very Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR267,3/28/2014,Neutral,Very Satisfied,Very Satisfied,1,2,Slightly Unbalanced,Excellent,Excellent
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR2954,3/27/2019,Satisfied,Satisfied,Neutral,3,2,Very Balanced,Good,Fair
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR3818,3/26/2020,Satisfied,Very Satisfied,Slightly Satisfied,3,2,Slightly Unbalanced,Excellent,Very Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR4807,3/26/2021,Dissatisfied,Dissatisfied,Slightly Satisfied,1,1,Slightly Unbalanced,Good,Good
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR582,3/28/2015,Very Satisfied,Satisfied,Neutral,1,1,Slightly Unbalanced,Excellent,Excellent
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,Illinois,White,Bachelor's Degree,Computer Science,Engineering Manager,Married,293132,No,10,10,10,0,No,Yes,13.3,PR5879,3/26/2022,Dissatisfied,Satisfied,Neutral,2,2,Neutral,Good,Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR1107,5/13/2016,Satisfied,Neutral,Slightly Satisfied,1,0,Very Balanced,Good,Fair
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR137,5/14/2013,Very Satisfied,Slightly Satisfied,Satisfied,2,1,Very Balanced,Very Good,Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR1662,5/13/2017,Satisfied,Neutral,Very Satisfied,1,2,Slightly Balanced,Very Good,Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR2321,5/13/2018,Satisfied,Neutral,Slightly Satisfied,1,1,Neutral,Very Good,Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR3078,5/13/2019,Satisfied,Very Satisfied,Satisfied,3,0,Slightly Balanced,Very Good,Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR332,5/14/2014,Satisfied,Very Satisfied,Satisfied,2,3,Very Balanced,Excellent,Excellent
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR3962,5/12/2020,Neutral,Satisfied,Very Satisfied,3,2,Very Balanced,Very Good,Very Good
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR4958,5/12/2021,Neutral,Satisfied,Neutral,1,2,Very Balanced,Good,Fair
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,California,White,High School,Technical Degree,Recruiter,Single,49606,No,6,1,1,6,No,No,13.3,PR661,5/14/2015,Very Satisfied,Slightly Satisfied,Very Satisfied,2,1,Neutral,Good,Fair
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR1325,11/22/2016,Satisfied,Satisfied,Slightly Satisfied,3,1,Very Balanced,Very Good,Very Good
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR1949,11/22/2017,Very Satisfied,Very Satisfied,Slightly Satisfied,1,2,Slightly Balanced,Excellent,Very Good
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR2661,11/22/2018,Neutral,Satisfied,Slightly Satisfied,2,0,Neutral,Excellent,Excellent
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR3486,11/22/2019,Satisfied,Satisfied,Satisfied,2,1,Slightly Unbalanced,Good,Good
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR420,11/23/2014,Very Satisfied,Very Satisfied,Slightly Satisfied,2,2,Slightly Unbalanced,Very Good,Very Good
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR4435,11/21/2020,Satisfied,Very Satisfied,Satisfied,1,3,Very Balanced,Excellent,Very Good
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR5480,11/21/2021,Satisfied,Slightly Satisfied,Neutral,3,0,Neutral,Good,Fair
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR6598,11/21/2022,Satisfied,Slightly Satisfied,Satisfied,3,0,Slightly Unbalanced,Excellent,Excellent
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,Newyork City,Mixed or multiple ethnic groups,High School,Marketing,Sales Executive,Divorced,133468,No,10,3,7,9,Yes,Yes,13.3,PR810,11/23/2015,Satisfied,Neutral,Neutral,1,3,Slightly Balanced,Good,Fair
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR1199,7/17/2016,Neutral,Neutral,Neutral,2,1,Neutral,Excellent,Very Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR1777,7/17/2017,Satisfied,Very Satisfied,Very Satisfied,3,2,Slightly Balanced,Very Good,Very Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR2450,7/17/2018,Satisfied,Very Satisfied,Satisfied,3,2,Slightly Unbalanced,Very Good,Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR3232,7/17/2019,Very Satisfied,Neutral,Very Satisfied,3,0,Slightly Unbalanced,Very Good,Very Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR368,7/18/2014,Neutral,Very Satisfied,Very Satisfied,1,1,Neutral,Excellent,Excellent
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR4140,7/16/2020,Satisfied,Neutral,Very Satisfied,3,0,Slightly Balanced,Excellent,Excellent
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR5152,7/16/2021,Satisfied,Very Satisfied,Satisfied,2,0,Slightly Balanced,Excellent,Very Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR6255,7/16/2022,Neutral,Very Satisfied,Neutral,3,3,Slightly Unbalanced,Excellent,Very Good
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,Newyork City,Black or African American,Bachelor's Degree,Information Systems,Engineering Manager,Married,259284,No,10,2,6,6,Yes,Yes,13.3,PR730,7/18/2015,Neutral,Very Satisfied,Slightly Satisfied,3,2,Neutral,Very Good,Very Good
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR1483,2/18/2017,Very Satisfied,Slightly Satisfied,Slightly Satisfied,2,3,Very Balanced,Excellent,Very Good
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR2121,2/18/2018,Very Satisfied,Very Satisfied,Neutral,3,1,Slightly Unbalanced,Good,Fair
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR215,2/19/2014,Very Satisfied,Slightly Satisfied,Satisfied,1,3,Neutral,Good,Fair
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR2854,2/18/2019,Neutral,Very Satisfied,Very Satisfied,3,2,Very Balanced,Good,Good
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR3709,2/18/2020,Satisfied,Slightly Satisfied,Slightly Satisfied,3,3,Neutral,Good,Fair
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR4683,2/17/2021,Neutral,Neutral,Neutral,1,2,Neutral,Excellent,Very Good
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR516,2/19/2015,Very Satisfied,Slightly Satisfied,Very Satisfied,2,3,Slightly Balanced,Excellent,Excellent
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR54,2/19/2013,Satisfied,Very Satisfied,Neutral,2,0,Very Balanced,Very Good,Very Good
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,California,Native Hawaiian ,High School,Other,Sales Executive,Divorced,104426,No,10,3,4,6,Yes,Yes,13.3,PR940,2/19/2016,Very Satisfied,Slightly Satisfied,Slightly Satisfied,3,2,Slightly Balanced,Very Good,Very Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR1340,12/5/2016,Satisfied,Slightly Satisfied,Neutral,2,0,Slightly Balanced,Excellent,Excellent
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR1966,12/5/2017,Neutral,Slightly Satisfied,Neutral,3,1,Very Balanced,Good,Fair
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR2680,12/5/2018,Very Satisfied,Slightly Satisfied,Neutral,2,0,Very Balanced,Very Good,Very Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR3509,12/5/2019,Very Satisfied,Satisfied,Slightly Satisfied,3,1,Neutral,Very Good,Very Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR425,12/6/2014,Satisfied,Very Satisfied,Very Satisfied,1,3,Slightly Balanced,Very Good,Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR4459,12/4/2020,Satisfied,Very Satisfied,Slightly Satisfied,1,1,Very Balanced,Very Good,Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR5506,12/4/2021,Neutral,Slightly Satisfied,Very Satisfied,3,2,Slightly Unbalanced,Very Good,Very Good
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR6630,12/4/2022,Neutral,Neutral,Slightly Satisfied,3,1,Neutral,Excellent,Excellent
3D71-8DC2,Alix,Blazejewski,Male,38,Some Travel,Sales,Illinois,Black or African American,Master's Degree,Marketing ,Sales Executive,Married,147098,No,10,5,8,2,Yes,Yes,13.3,PR821,12/6/2015,Satisfied,Satisfied,Satisfied,1,1,Neutral,Good,Good
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR1461,2/5/2017,Neutral,Satisfied,Slightly Satisfied,2,0,Neutral,Good,Fair
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR204,2/6/2014,Neutral,Very Satisfied,Neutral,2,1,Very Balanced,Good,Fair
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR2094,2/5/2018,Satisfied,Neutral,Very Satisfied,2,0,Very Balanced,Very Good,Good
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR2824,2/5/2019,Neutral,Very Satisfied,Satisfied,2,2,Very Balanced,Good,Fair
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR3676,2/5/2020,Slightly Satisfied,Satisfied,Neutral,3,1,Unbalanced,Good,Fair
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR44,2/6/2013,Very Satisfied,Neutral,Very Satisfied,3,2,Neutral,Excellent,Excellent
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR4648,2/4/2021,Very Satisfied,Slightly Satisfied,Slightly Satisfied,1,3,Slightly Unbalanced,Good,Fair
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR500,2/6/2015,Satisfied,Satisfied,Slightly Satisfied,2,1,Very Balanced,Excellent,Very Good
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR5710,2/4/2022,Very Satisfied,Satisfied,Neutral,1,2,Very Balanced,Good,Good
5476-CA0D,Kayley,Snoad,Female,31,Frequent Traveller,Technology,Newyork City,Native Hawaiian ,High School,Information Systems,Data Scientist,Single,69747,No,6,5,5,1,No,No,13.3,PR920,2/6/2016,Neutral,Satisfied,Satisfied,2,1,Slightly Unbalanced,Excellent,Very Good
73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,California,White,Master's Degree,Computer Science,Data Scientist,Single,102022,No,10,4,5,8,No,Yes,13.3,PR1527,3/7/2017,Neutral,Satisfied,Satisfied,2,1,Slightly Unbalanced,Good,Good
73CF-4956,Hannis,Waslin,Female,32,Some Travel,Technology,California,White,Master's Degree,Computer Science,Data Scientist,Single,102022,No,10,4,5,8,No,Yes,13.3,PR2170,3/7/2018,Satisfied,Very Satisfied,Satisfied,3,1,Slightly Unbalanced,Excellent,Excellent
